atm_id,transaction_date,transaction_time,amount,transaction_type,day_of_week
ATM012,2024-01-13,12:35:24,2480935,RETIRO,6
ATM026,2023-11-28,17:43:36,2589277,DEPÓSITO,2
ATM060,2023-10-23,00:24:00,4002603,DEPÓSITO,1
ATM058,2023-10-16,05:29:41,3846915,DEPÓSITO,1
ATM025,2024-01-29,04:14:50,3592018,DEPÓSITO,1
ATM010,2023-12-07,00:52:59,2329602,RETIRO,4
ATM060,2023-10-15,11:46:28,2943332,DEPÓSITO,7
ATM013,2023-10-16,05:04:57,857419,RETIRO,1
ATM076,2023-09-18,00:29:30,2285003,DEPÓSITO,1
ATM070,2024-01-23,23:55:44,2807391,RETIRO,2
ATM100,2023-11-05,22:08:49,837485,RETIRO,7
ATM012,2023-10-02,23:12:23,636879,RETIRO,1
ATM061,2023-10-01,04:12:01,558808,RETIRO,7
ATM013,2024-01-19,14:01:48,1327401,RETIRO,5
ATM005,2024-02-03,23:45:25,3532745,DEPÓSITO,6
ATM066,2024-02-23,10:33:18,2182027,RETIRO,5
ATM085,2023-12-02,00:09:12,2273288,RETIRO,6
ATM090,2023-10-17,14:22:17,468523,DEPÓSITO,2
ATM067,2023-11-25,07:34:58,4734967,DEPÓSITO,6
ATM041,2024-02-21,22:44:59,1793159,RETIRO,3
ATM001,2023-11-27,10:30:58,817263,RETIRO,1
ATM018,2023-09-20,01:25:22,2287014,RETIRO,3
ATM014,2024-01-24,23:44:24,738480,RETIRO,3
ATM073,2024-02-03,02:22:03,2596231,DEPÓSITO,6
ATM035,2024-01-17,19:32:44,1312318,RETIRO,3
ATM012,2023-12-24,12:50:28,1561604,RETIRO,7
ATM038,2023-11-14,23:57:41,2471954,RETIRO,2
ATM086,2023-10-17,00:41:43,947436,RETIRO,2
ATM058,2023-12-15,05:45:03,2020892,RETIRO,5
ATM081,2024-02-24,02:10:00,2204035,RETIRO,6
ATM014,2024-02-22,17:45:34,277580,DEPÓSITO,4
ATM041,2023-12-06,22:16:48,1702098,RETIRO,3
ATM025,2024-01-15,06:45:25,277997,RETIRO,1
ATM036,2023-12-12,15:34:33,2462827,RETIRO,2
ATM038,2023-09-14,00:34:50,4632607,DEPÓSITO,4
ATM055,2023-12-01,17:46:54,2681587,RETIRO,5
ATM097,2023-11-13,06:24:02,2752385,RETIRO,1
ATM001,2023-10-16,16:49:40,4432605,DEPÓSITO,1
ATM069,2023-12-02,00:24:03,2075784,RETIRO,6
ATM016,2023-10-02,05:30:41,4300690,DEPÓSITO,1
ATM092,2023-10-20,19:20:10,2901350,RETIRO,5
ATM045,2023-09-14,23:58:20,1838088,RETIRO,4
ATM074,2024-02-24,09:56:40,1110532,RETIRO,6
ATM008,2023-11-13,04:36:35,2997276,DEPÓSITO,1
ATM033,2023-11-08,03:29:33,725604,DEPÓSITO,3
ATM033,2024-01-16,18:28:50,3167877,DEPÓSITO,2
ATM099,2023-11-19,01:09:21,2850592,RETIRO,7
ATM053,2023-09-24,21:35:07,1762870,RETIRO,7
ATM067,2023-12-05,07:59:19,1396019,DEPÓSITO,2
ATM082,2024-02-25,11:57:59,374388,DEPÓSITO,7
ATM044,2023-12-29,20:19:40,2616953,RETIRO,5
ATM071,2023-11-28,17:28:43,2288368,RETIRO,2
ATM027,2023-10-23,09:19:33,1271397,DEPÓSITO,1
ATM067,2024-02-14,10:53:29,2077328,DEPÓSITO,3
ATM023,2023-11-24,08:24:29,1926124,RETIRO,5
ATM078,2023-09-21,22:26:57,3653250,DEPÓSITO,4
ATM001,2023-09-07,17:47:51,1281325,DEPÓSITO,4
ATM058,2023-10-28,12:58:18,3358595,DEPÓSITO,6
ATM045,2023-10-01,16:18:19,1851034,RETIRO,7
ATM078,2024-02-16,14:34:25,3819670,DEPÓSITO,5
ATM029,2023-10-26,12:39:29,4550362,DEPÓSITO,4
ATM029,2024-02-03,04:57:38,3067774,DEPÓSITO,6
ATM075,2024-02-25,07:27:28,4272837,DEPÓSITO,7
ATM081,2024-01-11,19:53:08,2753714,RETIRO,4
ATM082,2023-09-19,06:37:56,1593875,RETIRO,2
ATM041,2023-12-06,12:00:59,2966761,DEPÓSITO,3
ATM024,2024-01-17,00:46:03,1305578,RETIRO,3
ATM041,2023-10-22,06:13:00,3654508,DEPÓSITO,7
ATM028,2023-12-30,05:53:38,3619330,DEPÓSITO,6
ATM045,2023-11-10,21:35:10,2699818,DEPÓSITO,5
ATM095,2023-12-30,07:15:18,2308547,RETIRO,6
ATM058,2023-12-05,00:53:15,1884357,RETIRO,2
ATM012,2023-09-11,15:11:35,4930540,DEPÓSITO,1
ATM008,2024-01-07,03:01:26,271390,RETIRO,7
ATM030,2023-11-27,00:09:59,639387,RETIRO,1
ATM003,2024-02-20,05:42:46,590001,RETIRO,2
ATM017,2023-12-20,21:56:29,2359509,RETIRO,3
ATM090,2023-11-26,03:59:07,1740975,RETIRO,7
ATM021,2023-09-07,11:12:02,3567049,DEPÓSITO,4
ATM053,2023-12-26,01:39:03,1486268,RETIRO,2
ATM026,2024-02-12,19:32:08,265701,RETIRO,1
ATM064,2024-03-01,13:27:24,1327701,RETIRO,5
ATM068,2023-11-07,20:39:58,341491,RETIRO,2
ATM070,2023-09-24,21:55:59,1176154,DEPÓSITO,7
ATM082,2024-01-20,23:12:16,2333143,RETIRO,6
ATM041,2023-10-30,22:04:08,1520467,RETIRO,1
ATM037,2023-10-04,05:51:22,379261,RETIRO,3
ATM043,2024-02-20,12:21:38,3554534,DEPÓSITO,2
ATM023,2023-10-02,02:57:23,2515195,DEPÓSITO,1
ATM077,2023-12-03,05:50:14,1744563,RETIRO,7
ATM040,2023-11-21,16:14:11,1253942,DEPÓSITO,2
ATM044,2024-02-18,00:41:17,2097785,DEPÓSITO,7
ATM096,2024-01-27,10:51:31,399864,DEPÓSITO,6
ATM078,2024-02-27,00:12:34,1570206,RETIRO,2
ATM044,2024-02-25,19:57:41,924292,RETIRO,7
ATM091,2023-11-06,14:16:39,1180352,RETIRO,1
ATM060,2023-12-06,12:40:57,112009,RETIRO,3
ATM014,2023-12-10,09:27:10,3504121,DEPÓSITO,7
ATM100,2024-01-31,05:39:41,2621162,RETIRO,3
ATM093,2024-01-08,15:25:54,1876097,DEPÓSITO,1
ATM022,2024-02-24,06:35:36,2868017,RETIRO,6
ATM051,2023-10-03,04:38:02,1472617,RETIRO,2
ATM091,2023-11-12,13:04:25,4867173,DEPÓSITO,7
ATM020,2023-10-12,11:40:30,1266257,RETIRO,4
ATM011,2024-02-11,10:31:10,880785,RETIRO,7
ATM007,2023-10-31,16:15:01,535961,RETIRO,2
ATM026,2023-10-01,07:36:32,3346848,DEPÓSITO,7
ATM050,2023-09-22,10:52:19,1951152,DEPÓSITO,5
ATM096,2024-01-17,17:32:52,1670224,RETIRO,3
ATM044,2023-09-24,01:54:54,1232279,RETIRO,7
ATM014,2023-09-09,19:52:17,633455,RETIRO,6
ATM015,2024-01-08,08:12:46,377144,DEPÓSITO,1
ATM092,2023-11-17,05:52:23,3741995,DEPÓSITO,5
ATM044,2023-11-19,11:49:24,2166196,DEPÓSITO,7
ATM071,2024-01-05,23:07:59,538263,RETIRO,5
ATM067,2023-09-25,08:12:49,119238,DEPÓSITO,1
ATM021,2024-02-28,11:00:58,2786838,RETIRO,3
ATM032,2023-11-28,13:33:56,1869806,RETIRO,2
ATM010,2023-12-06,14:16:32,2850703,RETIRO,3
ATM089,2023-12-05,01:41:37,1342683,DEPÓSITO,2
ATM054,2024-02-21,10:49:52,4731159,DEPÓSITO,3
ATM007,2023-10-11,23:00:41,1421877,DEPÓSITO,3
ATM007,2023-10-20,12:32:31,2152169,RETIRO,5
ATM024,2023-11-23,05:11:27,2319618,DEPÓSITO,4
ATM024,2023-12-13,04:06:26,3064768,DEPÓSITO,3
ATM063,2023-11-22,06:00:19,3189553,DEPÓSITO,3
ATM084,2023-09-25,20:52:33,2825381,DEPÓSITO,1
ATM047,2023-10-25,06:15:19,2917050,DEPÓSITO,3
ATM003,2023-10-08,14:18:56,3032017,DEPÓSITO,7
ATM066,2023-12-16,05:43:01,2864386,DEPÓSITO,6
ATM050,2023-09-26,22:28:56,4571177,DEPÓSITO,2
ATM066,2023-11-09,10:53:19,2779824,DEPÓSITO,4
ATM097,2023-11-28,04:19:20,3878453,DEPÓSITO,2
ATM096,2024-01-10,00:08:18,2798030,RETIRO,3
ATM010,2023-11-06,23:49:29,970532,RETIRO,1
ATM026,2023-12-26,14:16:34,3471523,DEPÓSITO,2
ATM071,2024-03-01,03:10:13,2958290,RETIRO,5
ATM067,2024-02-13,22:41:43,4255056,DEPÓSITO,2
ATM016,2023-09-10,00:37:37,2515513,RETIRO,7
ATM077,2024-02-19,11:10:19,769966,RETIRO,1
ATM084,2024-01-24,06:08:24,2859808,RETIRO,3
ATM075,2023-09-27,15:33:18,1925932,RETIRO,3
ATM035,2023-10-25,12:18:57,1806242,DEPÓSITO,3
ATM068,2023-12-24,00:17:50,197345,DEPÓSITO,7
ATM022,2023-10-08,18:24:20,1122919,RETIRO,7
ATM022,2023-12-26,07:42:14,2564684,RETIRO,2
ATM086,2023-12-14,18:16:43,882075,RETIRO,4
ATM005,2023-09-22,07:02:04,4212517,DEPÓSITO,5
ATM047,2023-09-27,14:50:43,2441171,RETIRO,3
ATM058,2023-10-11,09:19:13,2321625,DEPÓSITO,3
ATM069,2023-11-20,11:50:59,4422638,DEPÓSITO,1
ATM013,2024-01-31,23:32:00,1931028,DEPÓSITO,3
ATM007,2023-09-13,03:24:47,4258706,DEPÓSITO,3
ATM014,2023-12-17,21:27:13,4543408,DEPÓSITO,7
ATM047,2023-12-09,03:32:43,4388588,DEPÓSITO,6
ATM071,2023-10-19,06:30:40,2440773,RETIRO,4
ATM090,2024-02-18,19:38:13,2924068,RETIRO,7
ATM097,2024-01-24,11:42:45,2369495,RETIRO,3
ATM018,2024-01-18,19:26:48,2158318,RETIRO,4
ATM058,2023-12-03,02:39:48,1149488,DEPÓSITO,7
ATM009,2023-09-01,10:23:12,2983647,DEPÓSITO,5
ATM091,2023-11-08,02:34:12,838966,DEPÓSITO,3
ATM087,2024-02-17,15:31:55,2882966,DEPÓSITO,6
ATM027,2023-12-12,09:21:37,1837333,RETIRO,2
ATM004,2024-01-30,10:35:18,2053387,DEPÓSITO,2
ATM014,2024-02-05,23:50:07,1996039,RETIRO,1
ATM095,2023-11-05,14:02:48,4278542,DEPÓSITO,7
ATM088,2023-12-18,21:42:06,3338520,DEPÓSITO,1
ATM033,2023-11-16,12:58:35,3731496,DEPÓSITO,4
ATM024,2023-12-14,16:00:05,758236,RETIRO,4
ATM029,2023-12-05,12:14:12,2332802,RETIRO,2
ATM029,2023-11-04,07:22:15,2517726,RETIRO,6
ATM056,2023-10-22,11:28:57,299954,DEPÓSITO,7
ATM030,2023-09-05,06:11:16,1191983,DEPÓSITO,2
ATM096,2023-11-25,01:52:51,520892,RETIRO,6
ATM058,2024-01-11,16:52:26,2999578,RETIRO,4
ATM073,2024-02-27,15:16:27,2908532,RETIRO,2
ATM096,2023-10-28,23:34:54,2914598,DEPÓSITO,6
ATM048,2023-11-01,22:23:31,2314401,RETIRO,3
ATM031,2023-10-11,10:59:02,926348,RETIRO,3
ATM070,2023-09-07,11:13:10,2491680,DEPÓSITO,4
ATM065,2023-11-17,20:50:36,635559,DEPÓSITO,5
ATM071,2024-02-27,04:51:06,834755,DEPÓSITO,2
ATM029,2023-11-28,12:11:44,1140131,DEPÓSITO,2
ATM033,2023-12-11,15:26:46,1237091,RETIRO,1
ATM096,2023-12-07,18:39:46,2975768,DEPÓSITO,4
ATM046,2024-01-31,13:45:44,2911545,DEPÓSITO,3
ATM080,2023-11-11,21:10:38,1196996,RETIRO,6
ATM019,2024-01-19,01:05:21,1739105,RETIRO,5
ATM052,2023-12-04,13:15:21,567796,DEPÓSITO,1
ATM055,2023-10-23,08:28:15,806778,RETIRO,1
ATM086,2023-12-28,08:14:44,4876634,DEPÓSITO,4
ATM072,2023-11-26,11:41:46,2857781,RETIRO,7
ATM072,2023-10-01,23:41:11,3123356,DEPÓSITO,7
ATM028,2024-01-16,22:15:31,856878,DEPÓSITO,2
ATM062,2024-02-11,18:47:16,3847750,DEPÓSITO,7
ATM097,2023-12-28,13:00:13,2483715,RETIRO,4
ATM082,2023-12-11,20:31:25,3295693,DEPÓSITO,1
ATM089,2024-02-20,04:19:02,1281671,RETIRO,2
ATM034,2023-11-26,09:45:47,289951,RETIRO,7
ATM029,2023-10-14,09:16:49,4588359,DEPÓSITO,6
ATM069,2023-09-18,23:33:05,2381703,RETIRO,1
ATM069,2023-10-31,19:40:49,4077809,DEPÓSITO,2
ATM033,2024-01-01,10:26:44,212354,RETIRO,1
ATM036,2023-10-01,16:20:57,586082,DEPÓSITO,7
ATM018,2023-10-06,07:52:38,1895431,RETIRO,5
ATM027,2024-02-04,01:01:17,1706085,RETIRO,7
ATM065,2023-12-06,14:02:17,1895389,RETIRO,3
ATM067,2023-10-17,10:42:58,232078,RETIRO,2
ATM099,2023-10-01,12:37:57,1814561,RETIRO,7
ATM062,2023-10-26,19:09:30,2277823,RETIRO,4
ATM084,2024-01-17,11:42:49,2476965,RETIRO,3
ATM063,2023-11-04,08:00:49,3193349,DEPÓSITO,6
ATM028,2023-10-02,17:08:55,2246496,RETIRO,1
ATM029,2023-09-01,20:56:43,2610640,RETIRO,5
ATM064,2024-01-10,05:38:21,651452,RETIRO,3
ATM020,2023-10-15,01:12:41,1542463,DEPÓSITO,7
ATM097,2023-12-27,04:31:31,987229,DEPÓSITO,3
ATM054,2023-10-29,03:10:31,4946262,DEPÓSITO,7
ATM017,2023-12-04,23:37:37,2135120,DEPÓSITO,1
ATM054,2024-01-25,03:01:24,1590790,DEPÓSITO,4
ATM080,2023-11-06,19:25:07,1497512,RETIRO,1
ATM045,2023-09-03,07:49:20,947203,RETIRO,7
ATM009,2023-10-17,11:29:07,4062139,DEPÓSITO,2
ATM043,2023-09-14,07:20:07,3293130,DEPÓSITO,4
ATM080,2023-10-10,01:54:33,237205,RETIRO,2
ATM063,2024-02-06,20:28:14,3318968,DEPÓSITO,2
ATM092,2024-02-15,23:25:48,2417160,DEPÓSITO,4
ATM054,2023-09-28,19:24:02,1483175,DEPÓSITO,4
ATM094,2023-11-17,22:39:16,1513012,DEPÓSITO,5
ATM096,2024-02-27,09:12:32,1829287,DEPÓSITO,2
ATM027,2023-09-26,07:44:05,165992,DEPÓSITO,2
ATM077,2024-02-15,10:33:57,2792959,DEPÓSITO,4
ATM057,2024-01-11,06:52:00,616811,RETIRO,4
ATM043,2023-12-03,08:37:03,4824820,DEPÓSITO,7
ATM078,2023-11-11,06:43:58,1919682,RETIRO,6
ATM048,2024-02-05,05:05:32,4470856,DEPÓSITO,1
ATM022,2023-11-03,07:10:27,2193026,RETIRO,5
ATM041,2024-01-13,04:59:37,962349,DEPÓSITO,6
ATM080,2024-02-09,20:13:28,1746764,RETIRO,5
ATM085,2023-09-19,16:43:06,2919986,DEPÓSITO,2
ATM040,2024-01-01,11:24:15,3208070,DEPÓSITO,1
ATM100,2024-01-28,21:04:20,2395840,DEPÓSITO,7
ATM093,2024-02-11,13:12:42,2948610,RETIRO,7
ATM003,2024-01-11,05:40:37,2007890,RETIRO,4
ATM084,2023-11-17,08:58:54,1195862,DEPÓSITO,5
ATM054,2024-02-22,03:23:29,3694295,DEPÓSITO,4
ATM063,2023-11-06,09:34:49,1202528,RETIRO,1
ATM006,2024-02-21,10:24:51,2265043,RETIRO,3
ATM021,2023-11-02,01:02:16,2916853,DEPÓSITO,4
ATM050,2024-02-28,01:44:50,1656605,RETIRO,3
ATM071,2023-10-20,11:23:40,4358466,DEPÓSITO,5
ATM007,2024-02-06,16:37:58,2668979,RETIRO,2
ATM013,2023-11-09,06:09:56,3084243,DEPÓSITO,4
ATM070,2024-01-14,08:16:11,4270885,DEPÓSITO,7
ATM047,2023-12-07,18:41:52,1702813,RETIRO,4
ATM002,2023-10-11,08:46:24,1688682,RETIRO,3
ATM045,2023-10-04,05:51:02,2410217,DEPÓSITO,3
ATM060,2023-11-04,11:50:56,624302,RETIRO,6
ATM088,2023-10-24,17:23:53,103331,RETIRO,2
ATM025,2023-12-29,10:54:53,137737,DEPÓSITO,5
ATM046,2023-11-02,08:00:32,3872785,DEPÓSITO,4
ATM076,2023-10-20,10:52:00,408061,DEPÓSITO,5
ATM070,2023-09-15,23:43:10,3535965,DEPÓSITO,5
ATM077,2024-02-23,06:10:16,482738,RETIRO,5
ATM064,2023-12-18,15:08:06,2537984,RETIRO,1
ATM091,2023-11-24,17:09:17,1786295,DEPÓSITO,5
ATM019,2023-10-14,22:14:13,2180833,RETIRO,6
ATM053,2023-09-02,19:24:20,3877079,DEPÓSITO,6
ATM096,2023-09-24,08:39:03,662609,RETIRO,7
ATM006,2024-01-25,10:00:21,4974028,DEPÓSITO,4
ATM070,2023-12-05,08:56:37,282987,RETIRO,2
ATM031,2024-01-16,02:30:47,1058021,RETIRO,2
ATM093,2023-11-10,21:26:48,2140838,DEPÓSITO,5
ATM037,2023-09-18,08:07:51,4712700,DEPÓSITO,1
ATM018,2024-01-29,00:54:17,216760,RETIRO,1
ATM006,2023-09-01,01:21:02,2094737,RETIRO,5
ATM065,2023-12-10,13:43:58,265603,RETIRO,7
ATM096,2024-01-09,03:33:13,1770222,RETIRO,2
ATM005,2023-10-20,18:53:32,182017,DEPÓSITO,5
ATM072,2023-09-21,00:47:46,2617053,RETIRO,4
ATM055,2024-02-08,06:15:35,2295722,RETIRO,4
ATM100,2023-11-11,23:55:44,1353155,RETIRO,6
ATM086,2023-12-06,10:31:19,2005512,RETIRO,3
ATM067,2023-09-21,12:48:55,1488483,DEPÓSITO,4
ATM096,2023-12-06,22:18:27,2030146,DEPÓSITO,3
ATM084,2023-11-20,06:25:24,2866636,RETIRO,1
ATM038,2024-02-24,07:37:15,4422231,DEPÓSITO,6
ATM046,2023-11-16,22:57:16,788388,RETIRO,4
ATM007,2024-02-01,17:53:59,2312141,DEPÓSITO,4
ATM085,2024-01-29,07:45:13,431534,RETIRO,1
ATM002,2024-02-15,16:59:32,1660641,RETIRO,4
ATM011,2023-10-14,23:08:00,569426,RETIRO,6
ATM022,2023-11-24,11:48:02,2787962,RETIRO,5
ATM037,2024-01-07,23:26:34,564959,RETIRO,7
ATM095,2023-12-11,05:21:19,110175,RETIRO,1
ATM100,2024-02-16,15:04:47,97868,RETIRO,5
ATM039,2023-11-03,07:59:06,1332508,DEPÓSITO,5
ATM060,2023-10-04,18:18:26,291595,RETIRO,3
ATM071,2023-12-10,21:47:30,2230438,RETIRO,7
ATM048,2024-02-05,05:39:11,2688221,DEPÓSITO,1
ATM063,2023-10-07,03:38:31,2613286,RETIRO,6
ATM066,2023-11-17,02:56:59,2682307,RETIRO,5
ATM077,2023-09-10,13:16:52,2471038,DEPÓSITO,7
ATM040,2023-09-11,13:05:13,566544,RETIRO,1
ATM037,2024-02-07,00:36:15,1875301,DEPÓSITO,3
ATM009,2023-10-18,16:17:00,1438627,DEPÓSITO,3
ATM088,2023-09-30,12:48:05,693696,DEPÓSITO,6
ATM065,2024-02-27,19:25:56,4101165,DEPÓSITO,2
ATM013,2023-10-25,00:46:51,4110945,DEPÓSITO,3
ATM088,2023-10-25,09:39:16,857399,RETIRO,3
ATM036,2024-02-03,08:42:28,57587,RETIRO,6
ATM028,2023-10-15,13:10:47,2697437,RETIRO,7
ATM021,2023-12-31,12:30:20,1167809,DEPÓSITO,7
ATM014,2023-09-16,06:51:25,2590199,RETIRO,6
ATM020,2023-11-03,13:31:03,3860404,DEPÓSITO,5
ATM062,2023-10-15,19:53:41,954153,DEPÓSITO,7
ATM039,2023-10-05,11:59:54,2316516,DEPÓSITO,4
ATM085,2024-01-05,22:42:16,735457,RETIRO,5
ATM060,2023-10-22,07:02:58,1183448,DEPÓSITO,7
ATM089,2024-02-04,00:49:13,594237,RETIRO,7
ATM003,2024-01-10,21:26:53,4570427,DEPÓSITO,3
ATM008,2023-11-05,12:41:49,389900,RETIRO,7
ATM069,2024-01-02,05:52:02,1921208,RETIRO,2
ATM062,2023-11-26,23:07:57,1350897,RETIRO,7
ATM092,2023-09-11,12:03:48,3587753,DEPÓSITO,1
ATM019,2023-09-02,04:37:16,4495054,DEPÓSITO,6
ATM023,2023-12-03,10:32:06,4475759,DEPÓSITO,7
ATM077,2023-09-26,22:36:45,3808518,DEPÓSITO,2
ATM054,2023-12-28,03:38:24,3410479,DEPÓSITO,4
ATM079,2024-01-29,12:41:36,1819307,RETIRO,1
ATM074,2023-12-09,02:48:16,1502784,DEPÓSITO,6
ATM049,2023-10-25,04:01:40,1787030,RETIRO,3
ATM011,2023-11-15,08:36:07,2082236,RETIRO,3
ATM024,2024-01-27,09:42:30,4590070,DEPÓSITO,6
ATM001,2023-12-01,04:48:12,277455,RETIRO,5
ATM009,2023-12-14,17:02:00,4856766,DEPÓSITO,4
ATM047,2024-01-21,00:50:35,2319371,RETIRO,7
ATM015,2024-01-20,01:43:52,2759692,RETIRO,6
ATM013,2024-02-24,13:11:09,928562,RETIRO,6
ATM023,2023-09-15,16:42:24,3177029,DEPÓSITO,5
ATM015,2023-09-26,18:49:05,957035,DEPÓSITO,2
ATM021,2024-02-27,07:13:38,1370420,RETIRO,2
ATM068,2023-10-17,12:36:02,1207557,RETIRO,2
ATM037,2023-12-11,01:53:39,2811501,RETIRO,1
ATM047,2023-12-05,15:30:11,2757052,DEPÓSITO,2
ATM020,2024-02-02,20:42:44,4604654,DEPÓSITO,5
ATM094,2024-02-06,00:18:29,218826,DEPÓSITO,2
ATM012,2023-11-29,01:55:00,4523906,DEPÓSITO,3
ATM052,2023-12-27,06:14:40,1783728,RETIRO,3
ATM100,2023-09-16,16:25:02,3750040,DEPÓSITO,6
ATM026,2023-10-05,21:04:15,1372442,DEPÓSITO,4
ATM093,2023-10-24,02:16:07,4939576,DEPÓSITO,2
ATM058,2024-02-22,05:32:31,1502657,RETIRO,4
ATM050,2023-12-25,23:02:45,2376993,RETIRO,1
ATM053,2024-02-25,18:42:17,706634,DEPÓSITO,7
ATM100,2023-11-03,02:01:26,2133905,DEPÓSITO,5
ATM018,2023-09-04,19:59:57,1433335,DEPÓSITO,1
ATM051,2024-01-01,09:48:28,2140897,DEPÓSITO,1
ATM100,2023-09-30,01:10:34,455165,RETIRO,6
ATM012,2023-09-21,04:16:29,1782879,DEPÓSITO,4
ATM020,2023-10-24,12:02:44,1183060,RETIRO,2
ATM080,2023-10-19,15:07:42,773062,RETIRO,4
ATM068,2024-02-14,22:11:36,2713609,RETIRO,3
ATM070,2023-12-05,13:18:26,2730983,RETIRO,2
ATM072,2024-02-05,10:41:31,984009,RETIRO,1
ATM012,2023-10-17,19:46:44,4783841,DEPÓSITO,2
ATM012,2024-01-25,17:36:06,2092919,RETIRO,4
ATM062,2024-01-01,20:47:24,345743,RETIRO,1
ATM064,2023-12-24,22:59:57,3321055,DEPÓSITO,7
ATM017,2024-01-17,16:06:14,2878522,DEPÓSITO,3
ATM049,2023-11-27,01:06:32,1423398,RETIRO,1
ATM084,2024-01-31,18:07:08,1646697,RETIRO,3
ATM033,2023-10-17,03:15:17,4307691,DEPÓSITO,2
ATM003,2023-12-07,07:02:48,4093290,DEPÓSITO,4
ATM043,2023-09-24,20:37:41,2453001,DEPÓSITO,7
ATM017,2023-10-22,23:15:51,2774726,RETIRO,7
ATM078,2024-01-29,21:57:13,419814,RETIRO,1
ATM033,2024-01-23,02:53:08,828851,DEPÓSITO,2
ATM035,2023-10-31,04:31:09,3667865,DEPÓSITO,2
ATM062,2024-01-26,14:13:59,1821222,DEPÓSITO,5
ATM083,2023-10-17,19:08:00,460711,RETIRO,2
ATM097,2023-10-25,00:09:19,2778526,RETIRO,3
ATM029,2023-09-04,13:08:46,2926768,RETIRO,1
ATM084,2023-11-16,21:37:48,882655,RETIRO,4
ATM044,2023-11-24,03:43:26,2003755,DEPÓSITO,5
ATM058,2024-01-12,08:32:37,1432323,RETIRO,5
ATM092,2023-10-29,05:59:08,2043846,DEPÓSITO,7
ATM013,2023-10-17,11:20:07,1599160,DEPÓSITO,2
ATM024,2023-09-12,19:01:29,258368,DEPÓSITO,2
ATM050,2023-09-08,09:36:49,4504034,DEPÓSITO,5
ATM080,2023-12-31,00:29:56,233358,DEPÓSITO,7
ATM049,2024-01-09,01:01:45,4750741,DEPÓSITO,2
ATM009,2024-01-13,11:53:13,2781566,DEPÓSITO,6
ATM055,2024-01-22,22:07:13,2393607,DEPÓSITO,1
ATM017,2024-01-12,12:49:44,1273852,DEPÓSITO,5
ATM039,2023-11-26,18:23:10,131734,RETIRO,7
ATM023,2023-12-22,09:18:52,2105821,RETIRO,5
ATM011,2023-12-26,14:30:56,2133225,RETIRO,2
ATM008,2023-12-09,02:28:29,830143,RETIRO,6
ATM004,2023-12-19,02:10:12,3473312,DEPÓSITO,2
ATM052,2023-09-05,13:02:32,170924,RETIRO,2
ATM036,2023-11-28,18:57:16,4224255,DEPÓSITO,2
ATM062,2024-02-05,01:20:23,1271163,RETIRO,1
ATM088,2023-11-10,13:22:01,3793621,DEPÓSITO,5
ATM070,2024-02-08,21:09:55,3579454,DEPÓSITO,4
ATM001,2023-10-10,11:00:55,943055,DEPÓSITO,2
ATM054,2024-01-15,23:42:32,2862191,DEPÓSITO,1
ATM082,2023-11-14,09:43:22,2195656,RETIRO,2
ATM075,2024-02-22,11:13:43,1904117,DEPÓSITO,4
ATM047,2024-01-20,02:53:17,577184,RETIRO,6
ATM083,2023-12-23,14:41:55,2732120,RETIRO,6
ATM097,2023-10-04,02:18:41,554720,DEPÓSITO,3
ATM079,2024-02-27,18:51:58,2300498,DEPÓSITO,2
ATM092,2024-03-01,15:10:39,1738252,DEPÓSITO,5
ATM091,2023-11-02,13:23:17,4135863,DEPÓSITO,4
ATM031,2024-01-03,16:12:42,2882111,DEPÓSITO,3
ATM003,2023-10-26,00:23:51,142577,RETIRO,4
ATM063,2024-02-26,19:27:44,2572697,DEPÓSITO,1
ATM073,2024-01-19,02:52:31,2464180,RETIRO,5
ATM073,2023-12-02,01:04:15,537889,RETIRO,6
ATM082,2024-02-26,17:18:41,1630564,DEPÓSITO,1
ATM094,2024-01-15,18:10:24,274017,RETIRO,1
ATM064,2023-12-22,11:50:39,2877038,RETIRO,5
ATM053,2023-12-02,10:10:05,2060894,RETIRO,6
ATM075,2024-01-31,23:33:23,1060978,RETIRO,3
ATM079,2023-10-22,08:52:59,2161154,RETIRO,7
ATM061,2023-11-04,01:46:24,1177320,DEPÓSITO,6
ATM032,2023-09-06,23:35:00,1328113,RETIRO,3
ATM050,2023-10-13,04:11:37,2498237,RETIRO,5
ATM058,2023-12-12,06:39:24,2684390,RETIRO,2
ATM085,2023-09-13,12:53:33,249962,RETIRO,3
ATM097,2023-12-22,03:55:06,1356521,RETIRO,5
ATM043,2023-11-29,15:56:15,1305753,RETIRO,3
ATM021,2023-09-03,07:05:07,2338470,DEPÓSITO,7
ATM067,2023-11-23,04:32:21,2337960,RETIRO,4
ATM073,2023-12-29,14:16:05,2205721,RETIRO,5
ATM062,2023-11-29,12:13:41,2536649,RETIRO,3
ATM009,2023-12-20,18:09:03,2362114,DEPÓSITO,3
ATM035,2023-09-03,01:37:20,2909293,RETIRO,7
ATM033,2024-02-15,15:12:01,4713569,DEPÓSITO,4
ATM023,2023-10-10,05:38:02,1619606,RETIRO,2
ATM039,2024-01-19,10:14:21,4712729,DEPÓSITO,5
ATM035,2024-02-14,01:00:09,2646433,RETIRO,3
ATM005,2024-01-14,14:31:34,2656951,RETIRO,7
ATM094,2023-12-17,19:09:44,4781781,DEPÓSITO,7
ATM040,2023-10-05,20:12:46,1294919,RETIRO,4
